supplier_code	Price1_USD	Price5_USD	Price2_USD	Price4_USD	Price3_USD	Smiles	MDLN	Chemical_Name	CAS_RN	Link	Purity	Quantity4	Quantity5	Quantity1	Quantity2	Quantity3
SPC-k369	287	4192	855	2516	1398	COC(c(cc(cc1C2)Br)c1NC2=O)=O	MFCD08458993	methyl 5?bromo?2?oxo?2,3?dihydro?1h?indole?7?carboxylate	898747-32-5	http://spirochem.com/methyl-5-bromo-2-oxo-2-3-dihydro-1h-indole-7-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k370	150	2382	435	1398	719	CC(C)(C)OC(n1c(cncc2)c2c(I)c1)=O	MFCD27980312	tert?butyl 3?iodo?1h?pyrrolo[2,3?c]pyridine?1?carboxylate	1174038-59-5	http://spirochem.com/tert-butyl-3-iodo-1h-pyrrolo-2-3-c-pyridine-1-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k372	277	4449	552	2516	827	OC(c1cnc2sccc2c1)=O	MFCD19690393	thieno[2,3?b]pyridine?5?carboxylic acid	117390-38-2	http://spirochem.com/thieno-2-3-b-pyridine-5-carboxylic-acid.html	95	5G	10G	0.25G	0.5G	1G
SPC-k373	172	2795	514	1677	855	Cn1c2cc(Br)cc(C(OC)=O)c2cc1	MFCD28641837	methyl 6?bromo?1?methyl?1H?indole?4?carboxylate	1090903-89-1	http://spirochem.com/methyl-6-bromo-1-methyl-1h-indole-4-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k374	207	2942	605	1880	1003	COC(c1c(c(C=O)c[nH]2)c2cc(Br)c1)=O	MFCD20524870	methyl 6?bromo?3?formyl?1H?indole?4?carboxylate	1353636-63-1	http://spirochem.com/methyl-6-bromo-3-formyl-1h-indole-4-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k375	150	2102	435	1265	719	CN1c2cc(Br)cc(C(OC)=O)c2CC1=O		methyl 6?bromo?1?methyl?2?oxo?2,3?dihydro?1H?indole?4?carboxylate	1818847-70-9	http://spirochem.com/methyl-6-bromo-1-methyl-2-oxo-2-3-dihydro-1h-indole-4-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k376	172	 	263	1153	775	O=S(c1ccccc1)(n1c2cc(F)cc(Br)c2cc1)=O	MFCD29060181	1-(benzenesulfonyl)-4-bromo-6-fluoro-1H-indole	1001394-95-1	http://spirochem.com/1-benzenesulfonyl-4-bromo-6-fluoro-1h-indole.html	95	10G		0.5G	1G	5G
SPC-k377	287	5030	855	2795	1398	O=C(Cc1cc(F)c2)Nc1c2Cl	MFCD15525645	7-chloro-5-fluoro-2,3-dihydro-1H-indol-2-one	1260892-91-8	http://spirochem.com/7-chloro-5-fluoro-2-3-dihydro-1h-indol-2-one.html	95	25G	50G	1G	5G	10G
SPC-k378	207	2942	320	1599	947	COc(ccc1c2cc[nH]1)c2Br	MFCD12973810	4-bromo-5-methoxy-1H-indole	90858-86-9	http://spirochem.com/4-bromo-5-methoxy-1h-indole.html	95	10G	25G	0.5G	1G	5G
SPC-k380	194	 	287	 	855	Cc1cc(ccc(I)c2)c2n1S(c1ccccc1)(=O)=O		1?(benzenesulfonyl)?6?iodo?2?methyl?1H?indole	1818847-55-0	http://spirochem.com/1-benzenesulfonyl-6-iodo-2-methyl-1h-indole.html	95			0.5G	1G	5G
SPC-k381	249	3577	495	2181	741	[O-][N+](c(cc(cc[nH]1)c1c1)c1Cl)=O	MFCD28659862	6-chloro-5-nitro-1H-indole	172078-39-6	http://spirochem.com/6-chloro-5-nitro-1h-indole.html	95	5G	10G	0.25G	0.5G	1G
SPC-k382	150	2382	435	1398	719	[O-][N+](c(cc(CCN1)c1c1)c1Cl)=O	MFCD28671981	6-chloro-5-nitro-indoline	172078-32-9	http://spirochem.com/6-chloro-5-nitro-2-3-dihydro-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k383	342	 	514	 	1511	[O-][N+](c(cc(CCN1)c1c1)c1F)=O	MFCD29060184 	6-fluoro-5-nitro-indoline	1860028-18-7	http://spirochem.com/6-fluoro-5-nitro-2-3-dihydro-1h-indole.html	95			0.5G	1G	5G
SPC-k384	58	1003	172	570	287	Cn(cc1)c(cc2)c1cc2C#N	MFCD09025840	1?methyl?1H?indole?5?carbonitrile	91634-11-6	http://spirochem.com/1-methyl-1h-indole-5-carbonitrile.html	95	25G	50G	1G	5G	10G
SPC-k385	456	7355	1342	4449	2236	O=C(Cc1c2)Nc1cc(Br)c2Cl	MFCD23097457	6-bromo-5-chloro-2,3-dihydro-1H-indol-2-one	1699598-91-8	http://spirochem.com/6-bromo-5-chloro-2-3-dihydro-1h-indol-2-one.html	95	25G	50G	1G	5G	10G
SPC-k386	172	2516	514	1511	855	COC(c1c(CC(N2)=O)c2cc(Br)c1)=O	MFCD26744232	methyl 6?bromo?2?oxo?2,3?dihydro?1h?indole?4?carboxylate	1090903-69-7	http://spirochem.com/methyl-6-bromo-2-oxo-2-3-dihydro-1h-indole-4-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k389	172	2271	263	1153	775	Cn(c1c2ccc(Br)c1)nc2Cl	MFCD16996092	6-bromo-3-chloro-1-methyl-1H-indazole	1243472-33-4	http://spirochem.com/6-bromo-3-chloro-1-methyl-1h-indazole.html	95	10G	25G	0.5G	1G	5G
SPC-k390	172	 	263	 	775	Cc1cc2cc(N)cnc2n1S(c1ccccc1)(=O)=O	MFCD15529395	1-(benzenesulfonyl)-2-methyl-1H-pyrrolo[2,3-b]pyridin-5-amine	1186502-59-9	http://spirochem.com/1-benzenesulfonyl-2-methyl-1h-pyrrolo-2-3-b-pyridin-5-amine.html	95			0.5G	1G	5G
SPC-k391	150	2271	287	1320	435	Cn(ccc1c2)c1nc(OC)c2Br	MFCD23704073	5-bromo-6-methoxy-1-methyl-1H-pyrrolo[2,3-b]pyridine	1427503-67-0	http://spirochem.com/5-bromo-6-methoxy-1-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k392	126	 	252	1117	377	O=C(C1)Nc(nc2)c1c(Cl)c2Br	MFCD12962838	5-bromo-4-chloro-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one	1190316-24-5	http://spirochem.com/5-bromo-4-chloro-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one.html	95	5G		0.25G	0.5G	1G
SPC-k394	172	2795	514	1677	855	Fc1cc2n[nH]cc2c(F)c1	MFCD07781445	4,6?difluoro?1H?indazole	885520-26-3	http://spirochem.com/4-6-difluoro-1h-indazole.html	95	25G	50G	1G	5G	10G
SPC-k395	207	3074	320	1599	947	O=C1N(CCBr)c2ncccc2C11CC1	MFCD29060185	1'?(2?bromoethyl)?1',2'?dihydrospiro[cyclopropane? 1,3'?pyrrolo[2,3?b]pyridine]?2'?one	1818847-40-3	http://spirochem.com/1-2-bromoethyl-1-2-dihydrospiro-cyclopropane-1-3-pyrrolo-2-3-b-pyridine-2-one.html	95	10G	25G	0.5G	1G	5G
SPC-k396	172	 	514	 	 	CC(C)[Si](C(C)C)(C(C)C)n1c(nccc2)c2c(Br)c1	MFCD15529606	3?bromo?1?[tris(propan?2?yl)silyl]?1H?pyrrolo[2,3? b]pyridine	918525-02-7	http://spirochem.com/3-bromo-1-tris-propan-2-yl-silyl-1h-pyrrolo-2-3-b-pyridine.html	95			1G	5G	
SPC-k397	287	2292	514	1398	855	Cn1ncc2cccc([N+]([O-])=O)c12	MFCD09832095	1-methyl-7-nitro-indazole	58706-36-8	http://spirochem.com/1-methyl-7-nitro-1h-indazole.html	95	25G	50G	1G	5G	10G
SPC-k398	228	 	683	 	 	CC(C)(C)OC([C@@H](C1)C1(C1(Cl)Cl)C1(Cl)Cl)=O	MFCD01566983	tert-butyl 4,4,5,5-tetrachlorospiro[2.2]pentane-1-carboxylate	119060-44-5	http://spirochem.com/tert-butyl-4-4-5-5-tetrachlorospiro-2-2-pentane-1-carboxylate.html	95			1G	5G	
SPC-k399	400	 	600	 	1762	OC([C@@H](C1)C1(C1(Cl)Cl)C1(Cl)Cl)=O	MFCD28501578	4,4,5,5-tetrachlorospiro[2.2]pentane-1-carboxylic acid	1788041-68-8	http://spirochem.com/4-4-5-5-tetrachlorospiro-2-2-pentane-1-carboxylic-acid.html	95			0.5G	1G	5G
SPC-k400	47	 	126	412	207	N#CC1(CC1)c1cccc(Br)c1	MFCD07374414	1-(3-bromophenyl)cyclopropane-1-carbonitrile	124276-83-1	http://spirochem.com/1-3-bromophenyl-cyclopropane-1-carbonitrile.html	95	25G		1G	5G	10G
SPC-k401	400	 	1175	3745	1990	CCOC(C(C1)C1NC(OC(C)(C)C)=O)=O	MFCD19689177	ethyl 2-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylate	613261-19-1	http://spirochem.com/ethyl-2-tert-butoxy-carbonyl-amino-cyclopropane-1-carboxylate.html	95	25G		1G	5G	10G
SPC-k402	228	 	683	 	 	NNCC1CC1.Cl.Cl	MFCD09834106	(cyclopropylmethyl)hydrazine dihydrochloride	809282-61-9	http://spirochem.com/cyclopropylmethyl-hydrazine-dihydrochloride.html	95			1G	5G	
SPC-k404	287	4695	855	2795	1398	NC(C(C1)C1C(O)=O)=O	MFCD12152430	2carbamoylcyclopropane1carboxylic acid	716362-29-7	http://spirochem.com/2-carbamoylcyclopropane-1-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k405	228	 	683	 	 	OC([C@H](C1)[C@H]1c1ccccc1)=O	MFCD03413442	cis-2-phenylcyclopropane-1-carboxylic acid	939-89-9	http://spirochem.com/cis-2-phenylcyclopropane-1-carboxylic-acid.html	95			1G	5G	
SPC-k406	172	2292	514	1398	855	COC(C(C1)C1C(O)=O)=O	MFCD16817526	2(methoxycarbonyl)cyclopropane1carboxylic acid	13279-88-4	http://spirochem.com/2-methoxycarbonyl-cyclopropane-1-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k407	93	1511	273	957	479	OCC1(CC1)NC(OCc1ccccc1)=O	MFCD16294221	benzyl N?[1?(hydroxymethyl)cyclopropyl]carbamate	103500-22-7	http://spirochem.com/benzyl-n-1-hydroxymethyl-cyclopropyl-carbamate.html	95	25G	50G	1G	5G	10G
SPC-k408	287	4751	855	2795	1398	COC([C@H](C1)[C@@H]1C(O)=O)=O	MFCD29037487	trans-2(methoxycarbonyl)cyclopropane1 carboxylic acid	52920-02-2	http://spirochem.com/trans-2-methoxycarbonyl-cyclopropane-1-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k409	58	888	172	560	298	COC([C@@H](C1)N1C(c1ccccc1)(c1ccccc1)c1ccccc1)=O	MFCD09878842	methyl (2R)-1-(triphenylmethyl)aziridine-2-carboxylate	160233-42-1	http://spirochem.com/methyl-2r-1-triphenylmethyl-aziridine-2-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k410	161	2382	320	1432	492	COC([C@@H](C1)C1(C#N)C#N)=O	MFCD29060186	methyl 2,2-dicyanocyclopropane-1-carboxylate	39822-30-5	http://spirochem.com/methyl-2-2-dicyanocyclopropane-1-carboxylate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k413	287	 	855	 	1398	CCC1(CC1)C(O)=O	MFCD18253519	1ethylcyclopropane1carboxylic acid	150864-95-2	http://spirochem.com/1-ethylcyclopropane-1-carboxylic-acid.html	95			1G	5G	10G
SPC-k414	58	514	93	263	161	ClCC(CCl)(C1)C1(Br)Br	MFCD00101445	1,1-dibromo-2,2-bis(chloromethyl)cyclopropane	98577-44-7	http://spirochem.com/1-1-dibromo-2-2-bis-chloromethyl-cyclopropane.html	95	100G	250G	10G	25G	50G
SPC-k415	380	5309	570	2795	1677	O[C@@H]1[C@H](C(O)=O)NCC1.OC(C(F)(F)F)=O	MFCD28975424	cis-3-hydroxypyrrolidine-2-carboxylic acid; trifluoroacetic acid	1788041-58-6	http://spirochem.com/cis-3-hydroxypyrrolidine-2-carboxylic-acid-trifluoroacetic-acid.html	95	10G	25G	0.5G	1G	5G
SPC-k416	287	4751	855	2795	1398	CC(C)(C)OC(N(C[C@H](C1)O)[C@H]1C#N)=O	MFCD29060188	tertbutyl (2r,4s)2cyano4hydroxypyrrolidine1carboxylate	1613482-42-0	http://spirochem.com/tert-butyl-2r-4s-2-cyano-4-hydroxypyrrolidine-1-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k417	258	3633	493	2125	741	CC(C)(C)OC(N(CC[C@H]1O)[C@H]1C(O)=O)=O	MFCD26406357	(2R,3R)-1-[(tert-butoxy)carbonyl]-3-hydroxypyrrolidine-2-carboxylic acid	335280-19-8	http://spirochem.com/2r-3r-1-tert-butoxy-carbonyl-3-hydroxypyrrolidine-2-carboxylic-acid.html	95	5G	10G	0.25G	0.5G	1G
SPC-k418	228	3354	456	2012	683	CSc(nc1)nn(cc2)c1c2Br	MFCD22191300	5?bromo?2?(methylsulfanyl)pyrrolo[2,1? f][1,2,4]triazine	1233181-67-3	http://spirochem.com/5-bromo-2-methylsulfanyl-pyrrolo-2-1-f-1-2-4-triazine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k419	342	 	1025	 	1655	CC(O[C@H](C1)C=CC1=O)=O	MFCD01318189	(1r)4oxocyclopent2en1yl acetate	59995-48-1	http://spirochem.com/1r-4-oxocyclopent-2-en-1-yl-acetate.html	95			1G	5G	10G
SPC-k420	58	 	104	342	184	OC(/C=C/c1cccs1)=O	MFCD00005455	(2E)-3-(thiophen-2-yl)prop-2-enoic acid	15690-25-2	http://spirochem.com/2e-3-thiophen-2-yl-prop-2-enoic-acid.html	95	100G		10G	25G	50G
SPC-k422	53	 	154	 	287	O=C1NC=Cc2c1cco2	MFCD00183939	4h,5h?furo[3,2?c]pyridin?4?one	26956-43-4	http://spirochem.com/4h-5h-furo-3-2-c-pyridin-4-one.html	95			1G	5G	10G
SPC-k423	443	 	661	 	1957	Fc1cc(Br)cc2ccncc12	MFCD28125257	6bromo8fluoroisoquinoline	1258833-77-0	http://spirochem.com/6-bromo-8-fluoroisoquinoline.html	95			0.5G	1G	5G
SPC-k424	114	2047	342	1175	605	Cc(c(Br)c(c(Br)c1)OC)c1[N+]([O-])=O	MFCD00677418	1,3dibromo2methoxy4methyl5nitrobenzene	62265-99-0	http://spirochem.com/1-3-dibromo-2-methoxy-4-methyl-5-nitrobenzene.html	95	25G	50G	1G	5G	10G
SPC-k425	114	1891	342	1175	605	Cc(c(Br)c1)cc(N)c1I	MFCD27995559	4bromo2iodo5methylaniline	1609264-62-1	http://spirochem.com/4-bromo-2-iodo-5-methylaniline.html	95	25G	50G	1G	5G	10G
SPC-k426	380	5588	570	2795	1677	CC(C)(C)OC(N[C@H](C1CCCCCC1)C(O)=O)=O	MFCD29060189	(2R)2{[(tertbutoxy)carbonyl]amino}2cycloheptylacetic acid	1860033-48-2	http://spirochem.com/2r-2-tert-butoxy-carbonyl-amino-2-cycloheptylacetic-acid.html	95	10G	25G	0.5G	1G	5G
SPC-k427	207	 	605	 	 	Nc(c(I)c1F)cc(F)c1Br	MFCD28133736	4bromo3,5difluoro2iodoaniline	1467060-36-1	http://spirochem.com/4-bromo-3-5-difluoro-2-iodoaniline.html	95			1G	5G	
SPC-k428	150	 	435	 	719	CCOC(c(cc1)c(C)nc1OCc1ccccc1)=O	MFCD22375982	ethyl 6-(benzyloxy)-2-methylpyridine-3-carboxylate	1630906-72-7	http://spirochem.com/ethyl-6-benzyloxy-2-methylpyridine-3-carboxylate.html	95			1G	5G	10G
SPC-k430	93	1432	273	844	479	Cc(c(F)ncc1)c1Br	MFCD09839278	4-bromo-2-fluoro-3-methylpyridine	128071-79-4	http://spirochem.com/4-bromo-2-fluoro-3-methylpyridine.html	95	25G	50G	1G	5G	10G
SPC-k431	93	 	263	 	435	CC(C)(C)OC(N[C@H](C[C@H](CC1)C(N(C)C)=O)[C@H]1NC(OCc1ccccc1)=O)=O	MFCD22190576	benzyl N-[(1S,2R,4S)-2-{[(tert-butoxy)carbonyl]amino}-4-(dimethylcarbamoyl)cyclohexyl]carbamate	365998-35-2	http://spirochem.com/benzyl-n-1s-2r-4s-2-tert-butoxy-carbonyl-amino-4-dimethylcarbamoyl-cyclohexyl-carbamate.html	95			1G	5G	10G
SPC-k433	218	2907	422	1846	628	Nc(cc1)ccc1S(C1CC1)(=O)=O	NA	4-(cyclopropanesulfonyl)aniline	1147558-13-1	http://spirochem.com/4-cyclopropanesulfonyl-aniline.html	95	5G	10G	0.25G	0.5G	1G
SPC-k434	172	 	514	1543	888	COc1nccc(Cl)n1		4-chloro-2-methoxypyrimidine	51421-99-9	http://spirochem.com/4-chloro-2-methoxypyrimidine.html	95	25G		1G	5G	10G
SPC-k435	126	2102	388	1254	640	COC(c(cc1)cnc1C#N)=O	MFCD09927471	methyl 6-cyanopyridine-3-carboxylate	89809-65-4	http://spirochem.com/methyl-6-cyanopyridine-3-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k437	150	2271	287	1320	435	COC(c1cnc(C#N)nc1)=O	NA	methyl 2-cyanopyrimidine-5-carboxylate	933989-25-4	http://spirochem.com/methyl-2-cyanopyrimidine-5-carboxylate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k438	47	855	150	514	263	Nc1nc(CCCC2=O)c2s1	MFCD00460519	2-amino-4,5,6,7-tetrahydro-1,3-benzothiazol-7-one	17583-10-7	http://spirochem.com/2-amino-4-5-6-7-tetrahydro-1-3-benzothiazol-7-one.html	95	25G	50G	1G	5G	10G
SPC-k439	97	1053	180	603	357	CCOC([C@@H](CC1)CC1=O)=O	MFCD01320352	ethyl 3-oxocyclopentane-1-carboxylate	5400-79-3	http://spirochem.com/ethyl-3-oxocyclopentane-1-carboxylate.html	95	50G	100G	5G	10G	25G
SPC-k441	47	366	70	194	114	[O-][N+](c1cccc(Br)c1F)=O	MFCD05663754	1-bromo-2-fluoro-3-nitrobenzene	58534-94-4	http://spirochem.com/1-bromo-2-fluoro-3-nitrobenzene.html	95	50G	100G	5G	10G	25G
SPC-k442	104	 	184	547	320	OC([C@@H](C1)Nc2c1cccc2)=O	MFCD00792496	(2R)-2,3-dihydro-1H-indole-2-carboxylic acid	98167-06-7	http://spirochem.com/2r-2-3-dihydro-1h-indole-2-carboxylic-acid.html	95	50G		5G	10G	25G
SPC-k443	47	 	82	252	139	C[C@@H](c1cccc2ccccc12)N	MFCD00064179	(1S)-1-(naphthalen-1-yl)ethan-1-amine	10420-89-0	http://spirochem.com/1s-1-naphthalen-1-yl-ethan-1-amine.html	95	250G		25G	50G	100G
SPC-k445	42	342	70	194	114	CC(C)(C)OC([C@@H](CC1)NC1=O)=O	MFCD09261417	tert-butyl (2R)-5-oxopyrrolidine-2-carboxylate	205524-46-5	http://spirochem.com/tert-butyl-2r-5-oxopyrrolidine-2-carboxylate.html	95	50G	100G	5G	10G	25G
SPC-k446	53	422	82	241	139	OC(CC1CCCC1)=O	MFCD00001387	2-cyclopentylacetic acid	1123-00-8	http://spirochem.com/2-cyclopentylacetic-acid.html	95	50G	100G	5G	10G	25G
SPC-k449	70	683	114	412	228	COc1cccc(Br)c1O	MFCD08146628	2-bromo-6-methoxyphenol	28165-49-3	http://spirochem.com/2-bromo-6-methoxyphenol.html	95	50G	100G	5G	10G	25G
SPC-k451	169	2365	317	1465	486	CC(C)(C)OC(N(C(CC1)CC2)C1C2C(OC)=O)=O	MFCD23106266	methyl 8-boc-8-azabicyclo[3.2.1]octane-2-carboxylate	1033820-28-8	http://spirochem.com/methyl-8-boc-8-azabicyclo-3-2-1-octane-2-carboxylate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k452	138	2326	248	743	495	CC(C)(C)OC(N(C(CC1)CC2)C1C2C(O)=O)=O	MFCD23106267	8-[(tert-butoxy)carbonyl]-8-azabicyclo[3.2.1]octane-2-carboxylic acid	1366053-52-2	http://spirochem.com/8-tert-butoxy-carbonyl-8-azabicyclo-3-2-1-octane-2-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k453	149	2474	446	1484	743	NCCN1CCC1	NA	2-(azetidin-1-yl)ethan-1-amine	795299-77-3	http://spirochem.com/2-azetidin-1-yl-ethan-1-amine.html	95	25G	50G	1G	5G	10G
SPC-k454	342	4304	514	2348	1511	CC(C)(C)OC(NCC(C1)CC1C(O)=O)=O	NA	3-({[(tert-butoxy)carbonyl]amino}methyl)cyclobutane-1-carboxylic acid	1630907-04-8	http://spirochem.com/3-tert-butoxy-carbonyl-amino-methyl-cyclobutane-1-carboxylic-acid.html	95	10G	25G	0.5G	1G	5G
SPC-k456	287	4449	855	2516	1398	CC(C)(C)OC(N[C@H](C1)[C@H]1C(OC)=O)=O	MFCD28501607	methyl cis-2-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylate	170299-60-2	http://spirochem.com/cis-cyclopropanecarboxylic-acid-2-1-1-dimethylethoxy-carbonyl-amino-methyl-ester.html	95	25G	50G	1G	5G	10G
SPC-k459	380	5030	570	2795	1677	CC(C)(C)OC(NC[C@H](C1)[C@@H]1C(O)=O)=O	MFCD28501612	trans-2-({[(tert-butoxy)carbonyl]amino}methyl)cyclopropane-1-carboxylic acid	952708-48-4	http://spirochem.com/trans-cyclopropanecarboxylic-acid-2-1-1-dimethylethoxy-carbonyl-amino-methyl.html	95	10G	25G	0.5G	1G	5G
SPC-k460	320	4449	479	2258	1432	NCC1(CN)CCC1	MFCD19207703	1-[1-(aminomethyl)cyclobutyl]methanamine	38932-71-7	http://spirochem.com/1-1-cyclobutanedimethanamine.html	95	10G	25G	0.5G	1G	5G
SPC-k462	400	6148	1175	3745	1957	C[Si]1(C)CCNCC1.Cl	MFCD28399395	4,4-dimethyl-1,4-azasilinane hydrochloride	130596-62-2	http://spirochem.com/4-4-dimethyl-1-4-azasilinane-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-k463	42	 	70	228	126	Nc(cc1F)cc(F)c1Br	NA	4-bromo-3,5-difluoroaniline	203302-95-8	http://spirochem.com/4-bromo-3-5-difluoroaniline.html	95	100G		10G	25G	50G
SPC-k464	380	 	570	2795	1677	Cc(c1c2)c[nH]c1ncc2N	MFCD20527499	3-methyl-1H-pyrrolo[2,3-b]pyridin-5-amine	1289082-81-0	http://spirochem.com/3-methyl-1h-pyrrolo-2-3-b-pyridin-5-amine.html	95	10G		0.5G	1G	5G
SPC-k465	172	 	263	1163	775	Cc(c1c2)c[nH]c1ncc2[N+]([O-])=O	MFCD20527500	3-methyl-5-nitro-1H-pyrrolo[2,3-b]pyridine	1288998-66-2	http://spirochem.com/3-methyl-5-nitro-1h-pyrrolo-2-3-b-pyridine.html	95	10G		0.5G	1G	5G
SPC-k466	172	2795	514	1677	855	Cc1c[nH]c2nccc(Cl)c12	MFCD15529289	4-chloro-3-methyl-1H-pyrrolo[2,3-b]pyridine	688782-02-7	http://spirochem.com/4-chloro-3-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	25G	50G	1G	5G	10G
SPC-k467	418	 	628	3074	1846	Cc1c[nH]c2c1ccc(Cl)n2	MFCD18255014	6-chloro-3-methyl-1H-pyrrolo[2,3-b]pyridine	1211531-25-7	http://spirochem.com/6-chloro-3-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	10G		0.5G	1G	5G
SPC-k468	287	4751	855	2795	1398	OC(c1c[nH]c2c1ccnc2)=O	MFCD11845479	1H-pyrrolo[2,3-c]pyridine-3-carboxylic acid	67058-74-6	http://spirochem.com/1h-pyrrolo-2-3-c-pyridine-3-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k469	47	547	93	298	161	OC([C@H]1CC=CCC1)=O	MFCD08275445	(1R)-cyclohex-3-ene-1-carboxylic acid	5709-98-8	http://spirochem.com/1r-cyclohex-3-ene-1-carboxylic-acid.html	95	100G	250G	10G	25G	50G
SPC-k471	228	 	332	 	 	Cc(n(c1c2cccn1)S(c1ccccc1)(=O)=O)c2Br	MFCD13191649	1-(benzenesulfonyl)-3-bromo-2-methyl-1H-pyrrolo[2,3-b]pyridine	744209-37-8	http://spirochem.com/1-benzenesulfonyl-3-bromo-2-methyl-1h-pyrrolo-2-3-b-pyridine.html	95			0.5G	1G	
SPC-k472	139	1957	263	1153	388	Cc([nH]c1c2cccn1)c2I	MFCD23106347	3-iodo-2-methyl-1H-pyrrolo[2,3-b]pyridine	1256964-50-7	http://spirochem.com/3-iodo-2-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k474	119	2572	215	644	429	CC(C)(C)OC(N(CC(C1)C2)CC1CC2=O)=O	NA	tert-butyl 7-oxo-3-azabicyclo[3.3.1]nonane-3-carboxylate	909135-31-5	http://spirochem.com/tert-butyl-7-oxo-3-azabicyclo-3-3-1-nonane-3-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k475	150	2382	435	1398	719	N#C[C@@H](CN(C1)C(OCc2ccccc2)=O)C1=O	NA	benzyl 3-cyano-4-oxopyrrolidine-1-carboxylate	1276125-30-4	http://spirochem.com/benzyl-3-cyano-4-oxopyrrolidine-1-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k476	119	1959	215	644	429	OC(C1CC(C2)C2C1)=O	MFCD15526996	bicyclo[3.1.0]hexane-3-carboxylic acid	13388-51-7	http://spirochem.com/bicyclo-3-1-0-hexane-3-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k477	144	2474	258	772	515	NC1CC(C2)C2C1.Cl	MFCD27987290	bicyclo[3.1.0]hexan-3-amine hydrochloride	89676-80-2	http://spirochem.com/bicyclo-3-1-0-hexan-3-amine-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k478	400	 	1286	 	2002	CC(C)(C)OC(NCC1(CO)CCNCC1)=O	NA	tert-butyl N-{[4-(hydroxymethyl)piperidin-4-yl]methyl}carbamate	493026-47-4	http://spirochem.com/tert-butyl-n-4-hydroxymethyl-piperidin-4-yl-methyl-carbamate.html	95			1G	5G	10G
SPC-k479	172	 	514	 	855	CC(C)(C)OC(N1CC=C(C)CC1)=O	MFCD26959125	tert-butyl 4-methyl-1,2,3,6-tetrahydropyridine-1-carboxylate	208245-73-2	http://spirochem.com/tert-butyl-4-methyl-1-2-3-6-tetrahydropyridine-1-carboxylate.html	95			1G	5G	10G
SPC-k480	220	3325	397	1109	740	CC(C)(C)OC(NC(CC1)(CC2)COC12C=O)=O	NA	tert-butyl N-{1-formyl-2-oxabicyclo[2.2.2]octan-4-yl}carbamate	1417551-42-8	http://spirochem.com/tert-butyl-n-1-formyl-2-oxabicyclo-2-2-2-octan-4-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k482	165	2751	297	871	581	COC(C(CC1)(CC2)CC12N)=O	MFCD23378922	methyl 4-aminobicyclo[2.2.1]heptane-1-carboxylate	1252672-38-0	http://spirochem.com/methyl-4-aminobicyclo-2-2-1-heptane-1-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k483	172	2236	514	1511	769	CC(C)(C)OC(N(CC1)Cc2c1[nH]nc2I)=O	NA	tert-butyl 3-iodo-1H,4H,5H,6H,7H-pyrazolo[4,3-c]pyridine-5-carboxylate	661487-17-8	http://spirochem.com/tert-butyl-3-iodo-1h-4h-5h-6h-7h-pyrazolo-4-3-c-pyridine-5-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k484	207	2740	615	1622	1025	CC(C)(C)OC(N1CC(C)=CCC1)=O	MFCD19703948	tert-butyl 5-methyl-1,2,3,6-tetrahydropyridine-1-carboxylate	1211531-16-6	http://spirochem.com/tert-butyl-5-methyl-1-2-3-6-tetrahydropyridine-1-carboxylate.html	95	25G	50G	1G	5G	10G
